taxonomic_level,name,ioc_species_count,authority_min,authority_max,authority_spread
genus,Eurocephalus,2,2,2,0
genus,Eurostopodus,7,6,7,1
genus,Euryceros,1,1,1,0
genus,Eurylaimus,2,2,2,0
genus,Euryptila,1,1,1,0
genus,Eurypyga,1,1,1,0
genus,Eurystomus,4,4,4,0
genus,Euscarthmus,3,2,3,1
genus,Euschistospiza,2,2,2,0
genus,Eutoxeres,2,2,2,0
genus,Eutrichomyias,1,1,1,0
genus,Eutriorchis,1,1,1,0
genus,Falcipennis,1,1,1,0
genus,Falco,39,38,39,1
genus,Falculea,1,1,1,0
genus,Falcunculus,3,3,3,0
genus,Ferminia,1,1,1,0
genus,Ficedula,35,32,35,3
genus,Florisuga,2,2,2,0
genus,Fluvicola,3,3,3,0
genus,Formicarius,6,6,6,0
genus,Formicivora,9,8,9,1
genus,Forpus,9,7,9,2
genus,Foudia,7,6,7,1
genus,Foulehaio,3,1,3,2
genus,Francolinus,3,3,3,0
genus,Fraseria,8,8,8,0
genus,Fratercula,3,3,3,0
genus,Frederickena,3,2,3,1
genus,Fregata,5,5,5,0
genus,Fregetta,4,3,4,1
genus,Fregilupus,1,1,1,0
genus,Fringilla,8,3,8,5
genus,Fulica,11,11,11,0
genus,Fulmarus,2,2,2,0
genus,Fulvetta,8,5,8,3
genus,Furnarius,8,6,8,2
genus,Gactornis,1,1,1,0
genus,Galbalcyrhynchus,2,2,2,0
genus,Galbula,10,10,10,0
genus,Galerida,6,6,6,0
genus,Gallicolumba,7,7,7,0
genus,Gallicrex,1,1,1,0
genus,Gallinago,18,17,18,1
genus,Gallinula,7,6,7,1
genus,Gallirallus,18,18,18,0
genus,Gallirex,2,2,2,0
genus,Galloperdix,3,3,3,0
genus,Gallus,4,4,4,0
genus,Gampsonyx,1,1,1,0
genus,Gampsorhynchus,2,1,2,1
genus,Garritornis,1,1,1,0
genus,Garrodia,1,1,1,0
genus,Garrulax,14,11,14,3
genus,Garrulus,3,3,3,0
genus,Gavia,5,5,5,0
genus,Gavicalis,3,3,3,0
genus,Gecinulus,3,3,3,0
genus,Gelochelidon,2,1,2,1
genus,Geobiastes,1,1,1,0
genus,Geocerthia,1,1,1,0
genus,Geococcyx,2,2,2,0
genus,Geocolaptes,1,1,1,0
genus,Geoffroyus,3,3,3,0
genus,Geokichla,21,18,21,3
genus,Geopelia,5,5,5,0
genus,Geophaps,3,3,3,0
genus,Geositta,11,11,11,0
genus,Geospiza,9,6,9,3
genus,Geospizopsis,2,2,2,0
genus,Geothlypis,15,12,15,3
genus,Geotrygon,9,8,9,1
genus,Geranoaetus,3,3,3,0
genus,Geranospiza,1,1,1,0
genus,Geronticus,2,2,2,0
genus,Gerygone,20,16,20,4
genus,Glareola,8,8,8,0
genus,Glaucestrilda,3,3,3,0
genus,Glaucidium,29,25,29,4
genus,Glaucis,3,3,3,0
genus,Gliciphila,3,3,3,0
genus,Glossopsitta,1,1,1,0
genus,Glossoptilus,1,1,1,0
genus,Glycichaera,1,1,1,0
genus,Glyphorynchus,1,1,1,0
genus,Gnorimopsar,1,1,1,0
genus,Goldmania,2,2,2,0
genus,Goodfellowia,1,1,1,0
genus,Gorsachius,2,2,2,0
genus,Goura,4,3,4,1
genus,Gracula,5,2,5,3
genus,Gracupica,4,2,4,2
genus,Grafisia,1,1,1,0
genus,Grallaria,47,32,47,15
genus,Grallaricula,10,9,10,1
genus,Grallina,2,2,2,0
genus,Graminicola,2,1,2,1
genus,Grammatoptila,1,1,1,0
genus,Granatellus,4,3,4,1
genus,Granatina,2,2,2,0
genus,Grandala,1,1,1,0
genus,Grantiella,1,1,1,0
genus,Graueria,1,1,1,0
genus,Graydidascalus,1,1,1,0
genus,Griseotyrannus,1,1,1,0
genus,Grus,8,8,8,0
genus,Guadalcanaria,1,1,1,0
genus,Guaruba,1,1,1,0
genus,Gubernatrix,1,1,1,0
genus,Gubernetes,1,1,1,0
genus,Guira,1,1,1,0
genus,Gulosus,1,1,1,0
genus,Guttera,4,2,4,2
genus,Guyramemua,1,1,1,0
genus,Gygis,3,1,3,2
genus,Gymnasio,1,1,1,0
genus,Gymnobucco,4,4,4,0
genus,Gymnocichla,1,1,1,0
genus,Gymnocrex,3,3,3,0
genus,Gymnoderus,1,1,1,0
genus,Gymnogyps,1,1,1,0
genus,Gymnomystax,1,1,1,0
genus,Gymnomyza,4,3,4,1
genus,Gymnophaps,4,3,4,1
genus,Gymnopithys,3,3,3,0
genus,Gymnorhina,1,1,1,0
genus,Gymnorhinus,1,1,1,0
genus,Gymnoris,4,4,4,0
genus,Gypaetus,1,1,1,0
genus,Gypohierax,1,1,1,0
genus,Gyps,8,8,8,0
genus,Gypsophila,6,4,6,2
genus,Habia,1,1,1,0
genus,Haematoderus,1,1,1,0
genus,Haematopus,12,11,12,1
genus,Haematortyx,1,1,1,0
genus,Haemorhous,3,3,3,0
genus,Hafferia,3,3,3,0
genus,Halcyon,12,11,12,1
genus,Haliaeetus,4,4,4,0
genus,Haliastur,2,2,2,0
genus,Halobaena,1,1,1,0
genus,Hamirostra,1,1,1,0
genus,Hapalopsittaca,4,4,4,0
genus,Hapaloptila,1,1,1,0
genus,Haplophaedia,3,3,3,0
genus,Haplospiza,2,2,2,0
genus,Harpactes,10,10,10,0
genus,Harpagus,2,2,2,0
genus,Harpia,1,1,1,0
genus,Harpyopsis,1,1,1,0
genus,Hartertula,1,1,1,0
genus,Hartlaubius,1,1,1,0
genus,Hedydipna,4,4,4,0
genus,Heinrichia,1,1,1,0
genus,Heleia,10,10,10,0
genus,Heliactin,1,1,1,0
genus,Heliangelus,9,8,9,1
genus,Helicolestes,1,1,1,0
genus,Heliobletus,1,1,1,0
genus,Heliodoxa,10,10,10,0
genus,Heliomaster,4,4,4,0
genus,Heliopais,1,1,1,0
genus,Heliornis,1,1,1,0
genus,Heliothraupis,1,1,1,0
genus,Heliothryx,2,2,2,0
genus,Hellmayrea,1,1,1,0
genus,Helmitheros,1,1,1,0
genus,Helopsaltes,6,6,6,0
genus,Hemicircus,2,2,2,0
genus,Hemignathus,4,4,4,0
genus,Hemimacronyx,1,1,1,0
genus,Hemiphaga,2,1,2,1
genus,Hemiprocne,4,4,4,0
genus,Hemipus,2,2,2,0
genus,Hemitesia,2,2,2,0
genus,Hemithraupis,3,3,3,0
genus,Hemitriccus,22,22,22,0
genus,Hemixos,3,1,3,2
genus,Henicopernis,2,2,2,0
genus,Henicophaps,2,2,2,0
genus,Henicorhina,5,4,5,1
genus,Herpetotheres,1,1,1,0
genus,Herpsilochmus,17,16,17,1
genus,Hesperiphona,2,2,2,0
genus,Hesperoburhinus,2,2,2,0
genus,Heteralocha,1,1,1,0
genus,Heterocercus,3,3,3,0
genus,Heteromirafra,2,2,2,0
genus,Heteromunia,1,1,1,0
genus,Heteromyias,3,2,3,1
genus,Heteronetta,1,1,1,0
genus,Heterophasia,7,7,7,0
genus,Heteroscenes,1,1,1,0
genus,Heterospingus,2,2,2,0
genus,Heterotetrax,3,3,3,0
genus,Heteroxenicus,1,1,1,0
genus,Heteroxolmis,1,1,1,0
genus,Hieraaetus,5,5,5,0
genus,Hierococcyx,8,7,8,1
genus,Himantopus,5,2,5,3
genus,Himantornis,1,1,1,0
genus,Himatione,2,2,2,0
genus,Hippolais,4,4,4,0
genus,Hirundapus,4,4,4,0
genus,Hirundinea,1,1,1,0
genus,Hirundo,16,14,16,2
genus,Histrionicus,1,1,1,0
genus,Histurgops,1,1,1,0
genus,Hoploxypterus,1,1,1,0
genus,Horizocerus,4,2,4,2
genus,Horornis,12,12,12,0
genus,Houbaropsis,1,1,1,0
genus,Humblotia,1,1,1,0
genus,Hydrobates,18,15,18,3
genus,Hydrochous,1,1,1,0
genus,Hydrocoloeus,1,1,1,0
genus,Hydrophasianus,1,1,1,0
genus,Hydroprogne,1,1,1,0
genus,Hydropsalis,4,4,4,0
genus,Hydrornis,13,11,13,2
genus,Hylacola,2,2,2,0
genus,Hylexetastes,3,2,3,1
genus,Hylia,1,1,1,0
genus,Hyliota,4,3,4,1
genus,Hylocharis,2,2,2,0
genus,Hylocichla,1,1,1,0
genus,Hylocitrea,1,1,1,0
genus,Hylomanes,1,1,1,0
genus,Hylonympha,1,1,1,0
genus,Hylopezus,6,4,6,2
genus,Hylophilus,8,8,8,0
genus,Hylophylax,3,3,3,0
genus,Hylopsar,2,2,2,0
genus,Hylorchilus,2,2,2,0
genus,Hymenolaimus,1,1,1,0
genus,Hymenops,1,1,1,0
genus,Hypargos,2,2,2,0
genus,Hypergerus,1,1,1,0
genus,Hypnelus,2,1,2,1
genus,Hypocharmosyna,2,2,2,0
genus,Hypocnemis,8,8,8,0
genus,Hypocnemoides,2,2,2,0
genus,Hypocolius,1,1,1,0
genus,Hypocryptadius,1,1,1,0
genus,Hypoedaleus,1,1,1,0
genus,Hypopyrrhus,1,1,1,0
genus,Hypositta,1,1,1,0
genus,Hypothymis,4,3,4,1
genus,Hypsipetes,26,17,26,9
genus,Ianthocincla,8,8,8,0
genus,Ibidorhyncha,1,1,1,0
genus,Ibycter,1,1,1,0
genus,Ichthyaetus,6,6,6,0
genus,Icteria,1,1,1,0
genus,Icterus,32,32,32,0
genus,Icthyophaga,6,6,6,0
genus,Ictinaetus,1,1,1,0
genus,Ictinia,2,2,2,0
genus,Idiopsar,4,4,4,0
genus,Iduna,6,6,6,0
genus,Ifrita,1,1,1,0
genus,Ilicura,1,1,1,0
genus,Illadopsis,9,8,9,1
genus,Incana,1,1,1,0
genus,Incaspiza,5,5,5,0
genus,Indicator,10,10,10,0
genus,Inezia,4,4,4,0
genus,Iodopleura,3,3,3,0
genus,Iole,7,5,7,2
genus,Irania,1,1,1,0
genus,Irediparra,1,1,1,0
genus,Irena,3,2,3,1
genus,Iridophanes,1,1,1,0
genus,Iridosornis,5,5,5,0
genus,Isleria,2,2,2,0
genus,Ispidina,2,2,2,0
genus,Ithaginis,1,1,1,0
genus,Ixodia,3,3,3,0
genus,Ixonotus,1,1,1,0
genus,Ixoreus,1,1,1,0
genus,Ixos,5,4,5,1
genus,Ixothraupis,5,5,5,0
genus,Jabiru,1,1,1,0
genus,Jacamaralcyon,1,1,1,0
genus,Jacamerops,1,1,1,0
genus,Jacana,2,2,2,0
genus,Jubula,1,1,1,0
genus,Junco,5,3,5,2
genus,Jynx,2,2,2,0
genus,Kakamega,1,1,1,0
genus,Kaupifalco,1,1,1,0
genus,Kempiella,2,2,2,0
genus,Kenopia,1,1,1,0
genus,Ketupa,12,12,12,0
genus,Klais,1,1,1,0
genus,Kleinothraupis,5,4,5,1
genus,Knipolegus,12,12,12,0
genus,Kurochkinegramma,1,1,1,0
genus,Lacedo,1,1,1,0
genus,Lafresnaya,1,1,1,0
genus,Lagonosticta,10,10,10,0
genus,Lagopus,4,3,4,1
genus,Lalage,20,18,20,2
genus,Lampornis,7,7,7,0
genus,Lamprolaima,1,1,1,0
genus,Lamprolia,2,1,2,1
genus,Lampropsar,1,1,1,0
genus,Lamprospiza,1,1,1,0
genus,Lamprotornis,22,22,22,0
genus,Laniarius,22,18,22,4
genus,Laniellus,2,2,2,0
genus,Laniisoma,2,1,2,1
genus,Lanio,4,4,4,0
genus,Laniocera,2,2,2,0
genus,Lanioturdus,1,1,1,0
genus,Lanius,30,29,30,1
genus,Larosterna,1,1,1,0
genus,Larus,25,22,25,3
genus,Larvivora,8,6,8,2
genus,Laterallus,11,11,11,0
genus,Lathamus,1,1,1,0
genus,Lathrotriccus,2,2,2,0
genus,Laticilla,2,1,2,1
genus,Legatus,1,1,1,0
genus,Leiopicus,1,1,1,0
genus,Leioptila,1,1,1,0
genus,Leiothlypis,6,6,6,0
genus,Leiothrix,2,2,2,0
genus,Leipoa,1,1,1,0
genus,Leistes,5,5,5,0
genus,Leonardina,1,1,1,0
genus,Lepidocolaptes,11,8,11,3
genus,Lepidopygia,1,1,1,0
genus,Lepidothrix,9,8,9,1
genus,Leptasthenura,9,9,9,0
genus,Leptocoma,6,5,6,1
genus,Leptodon,2,2,2,0
genus,Leptopoecile,2,2,2,0
genus,Leptopogon,4,4,4,0
genus,Leptopterus,1,1,1,0
genus,Leptoptilos,3,3,3,0
genus,Leptosittaca,1,1,1,0
genus,Leptosomus,1,1,1,0
genus,Leptotila,11,10,11,1
genus,Leptotrygon,1,1,1,0
genus,Lerwa,1,1,1,0
genus,Lesbia,2,2,2,0
genus,Lessonia,2,2,2,0
genus,Leucippus,1,1,1,0
genus,Leucocarbo,9,5,9,4
genus,Leucochloris,1,1,1,0
genus,Leucogeranus,1,1,1,0
genus,Leuconotopicus,6,6,6,0
genus,Leucopeza,1,1,1,0
genus,Leucophaeus,5,5,5,0
genus,Leucophantes,1,1,1,0
genus,Leucopsar,1,1,1,0
genus,Leucopternis,3,3,3,0
genus,Leucoptilon,1,1,1,0
genus,Leucosarcia,1,1,1,0
genus,Leucosticte,6,4,6,2
genus,Lewinia,4,4,4,0
genus,Lichenostomus,2,2,2,0
genus,Lichmera,9,9,9,0
genus,Limnoctites,2,2,2,0
genus,Limnodromus,3,3,3,0
genus,Limnornis,1,1,1,0
genus,Limnothlypis,1,1,1,0
genus,Limosa,4,4,4,0
genus,Linaria,4,4,4,0
genus,Linurgus,1,1,1,0
genus,Liocichla,5,5,5,0
genus,Lioparus,1,1,1,0
genus,Liosceles,1,1,1,0
genus,Lipaugus,9,9,9,0
genus,Lissotis,2,2,2,0
genus,Loboparadisea,1,1,1,0
genus,Lobotos,2,2,2,0
genus,Lochmias,1,1,1,0
genus,Locustella,23,18,23,5
genus,Loddigesia,1,1,1,0
genus,Lonchura,28,25,28,3
genus,Lophaetus,1,1,1,0
genus,Lophoceros,8,7,8,1
genus,Lophodytes,1,1,1,0
genus,Lophoictinia,1,1,1,0
genus,Lopholaimus,1,1,1,0
genus,Lophonetta,1,1,1,0
genus,Lophophanes,2,2,2,0
genus,Lophophorus,3,3,3,0
genus,Lophopsittacus,1,1,1,0
genus,Lophorina,3,1,3,2
genus,Lophornis,11,10,11,1
genus,Lophospingus,2,2,2,0
genus,Lophospiza,2,2,2,0
genus,Lophostrix,1,1,1,0
genus,Lophotibis,1,1,1,0
genus,Lophotis,3,3,3,0
genus,Lophotriccus,4,4,4,0
genus,Lophotriorchis,1,1,1,0
genus,Lophura,11,9,11,2
genus,Loriculus,15,13,15,2
genus,Loriotus,3,3,3,0
genus,Lorius,6,6,6,0
genus,Loxia,6,5,6,1
genus,Loxigilla,2,2,2,0
genus,Loxioides,1,1,1,0
genus,Loxipasser,1,1,1,0
genus,Loxops,5,5,5,0
genus,Lullula,1,1,1,0
genus,Lurocalis,2,2,2,0
genus,Luscinia,4,4,4,0
genus,Lybius,7,7,7,0
genus,Lycocorax,2,1,2,1
genus,Lymnocryptes,1,1,1,0
genus,Lyncornis,2,2,2,0
genus,Lyrurus,2,2,2,0
genus,Macgregoria,1,1,1,0
genus,Machaerirhynchus,2,2,2,0
genus,Machaeropterus,5,3,5,2
genus,Macheiramphus,1,1,1,0
genus,Machetornis,1,1,1,0
genus,Machlolophus,5,4,5,1
genus,Mackenziaena,2,2,2,0
genus,Macroagelaius,2,2,2,0
genus,Macrocephalon,1,1,1,0
genus,Macronectes,2,2,2,0
genus,Macronus,2,2,2,0
genus,Macronyx,8,8,8,0
genus,Macropygia,15,9,15,6
genus,Macrosphenus,5,5,5,0
genus,Magumma,1,1,1,0
genus,Malacocincla,3,3,3,0
genus,Malaconotus,6,6,6,0
genus,Malacopteron,6,6,6,0
genus,Malacoptila,7,7,7,0
genus,Malacorhynchus,1,1,1,0
genus,Malcorus,1,1,1,0
genus,Malia,1,1,1,0
genus,Malimbus,10,10,10,0
genus,Malindangia,1,1,1,0
genus,Malurus,12,11,12,1
genus,Manacus,4,1,4,3
genus,Mandingoa,1,1,1,0
genus,Manorina,4,3,4,1
genus,Manucodia,5,4,5,1
genus,Mareca,6,5,6,1
genus,Margarobyas,1,1,1,0
genus,Margaroperdix,1,1,1,0
genus,Margarops,1,1,1,0
genus,Margarornis,4,4,4,0
genus,Marmaronetta,1,1,1,0
genus,Mascarinus,1,1,1,0
genus,Masius,1,1,1,0
genus,Mayrimunia,2,1,2,1
genus,Mayrornis,3,3,3,0
genus,Mazaria,1,1,1,0
genus,Mearnsia,2,2,2,0
genus,Mecocerculus,6,6,6,0
genus,Megabyas,1,1,1,0
genus,Megaceryle,4,4,4,0
genus,Megacrex,1,1,1,0
genus,Megadyptes,1,1,1,0
genus,Megalampitta,1,1,1,0
genus,Megaloprepia,2,2,2,0
genus,Megalurus,1,1,1,0
genus,Megapodius,12,12,12,0
genus,Megarynchus,1,1,1,0
genus,Megascops,22,19,22,3
genus,Megastictus,1,1,1,0
genus,Megatriorchis,1,1,1,0
genus,Megaxenops,1,1,1,0
genus,Megazosterops,1,1,1,0
genus,Meiglyptes,4,3,4,1
genus,Melaenornis,7,7,7,0
genus,Melampitta,1,1,1,0
genus,Melamprosops,1,1,1,0
genus,Melanerpes,23,23,23,0
genus,Melaniparus,14,14,14,0
genus,Melanitta,6,4,6,2
genus,Melanocharis,8,6,8,2
genus,Melanochlora,1,1,1,0
genus,Melanocichla,2,2,2,0
genus,Melanocorypha,5,5,5,0
genus,Melanodera,2,2,2,0
genus,Melanodryas,7,7,7,0
genus,Melanopareia,4,4,4,0
genus,Melanoperdix,1,1,1,0
genus,Melanoptila,1,1,1,0
genus,Melanorectes,1,1,1,0
genus,Melanospiza,2,2,2,0
genus,Melanotis,2,2,2,0
genus,Meleagris,2,2,2,0
genus,Meliarchus,1,1,1,0
genus,Melichneutes,1,1,1,0
genus,Melidectes,6,6,6,0
genus,Melidora,1,1,1,0
genus,Melierax,3,3,3,0
genus,Melignomon,2,2,2,0
genus,Melilestes,1,1,1,0
genus,Melionyx,3,3,3,0
genus,Meliphacator,1,1,1,0
genus,Meliphaga,3,3,3,0
genus,Melipotes,4,4,4,0
genus,Melithreptus,7,7,7,0
genus,Melitograis,1,1,1,0
genus,Mellisuga,2,2,2,0
genus,Melloria,1,1,1,0
genus,Melocichla,1,1,1,0
genus,Melopsittacus,1,1,1,0
genus,Melopyrrha,5,3,5,2
genus,Melospiza,3,3,3,0
genus,Melozone,9,7,9,2
genus,Menelikornis,2,2,2,0
genus,Mentocrex,2,1,2,1
genus,Menura,2,2,2,0
genus,Merganetta,1,1,1,0
genus,Mergellus,1,1,1,0
genus,Mergus,5,5,5,0
genus,Meropogon,1,1,1,0
genus,Merops,28,24,28,4
genus,Merulaxis,2,2,2,0
genus,Mesembrinibis,1,1,1,0
genus,Mesitornis,2,2,2,0
genus,Metabolus,1,1,1,0
genus,Metallura,9,9,9,0
genus,Metopidius,1,1,1,0
genus,Metopothrix,1,1,1,0
genus,Metriopelia,4,4,4,0
genus,Micrastur,7,7,7,0
genus,Micrathene,1,1,1,0
genus,Microbates,2,2,2,0
genus,Microcarbo,5,5,5,0
genus,Microcerculus,4,4,4,0
genus,Microchera,3,3,3,0
genus,Microdynamis,1,1,1,0
genus,Microeca,3,3,3,0
genus,Microgoura,1,1,1,0
genus,Microhierax,5,5,5,0
genus,Microligea,1,1,1,0
genus,Micromacronus,2,1,2,1
genus,Micromonacha,1,1,1,0
genus,Micronisus,1,1,1,0
genus,Microparra,1,1,1,0
genus,Micropsitta,6,6,6,0
genus,Micropternus,1,1,1,0
genus,Microptilotis,10,9,10,1
genus,Microrhopias,1,1,1,0
genus,Microspingus,8,8,8,0
genus,Microspizias,2,2,2,0
genus,Microstilbon,1,1,1,0
genus,Microtarsus,6,6,6,0
genus,Microxenops,1,1,1,0
genus,Milvus,2,2,2,0
genus,Mimus,14,14,14,0
genus,Minla,1,1,1,0
genus,Mino,3,3,3,0
genus,Mionectes,7,5,7,2
genus,Mirafra,7,7,7,0
genus,Mitrephanes,2,2,2,0
genus,Mitrospingus,2,2,2,0
genus,Mitu,4,4,4,0
genus,Mixornis,5,3,5,2
genus,Mniotilta,1,1,1,0
genus,Modulatrix,1,1,1,0
genus,Moho,4,4,4,0
genus,Mohoua,3,2,3,1
genus,Molothrus,6,5,6,1
genus,Momotus,7,6,7,1
genus,Monachella,1,1,1,0
genus,Monarcha,7,7,7,0
genus,Monasa,4,4,4,0
genus,Monias,1,1,1,0
genus,Montecincla,4,2,4,2
genus,Monticola,14,13,14,1
genus,Montifringilla,3,3,3,0
genus,Morococcyx,1,1,1,0
genus,Morphnarchus,1,1,1,0
genus,Morphnus,1,1,1,0
genus,Morus,3,3,3,0
genus,Motacilla,13,13,13,0
genus,Moupinia,1,1,1,0
genus,Mulleripicus,4,3,4,1
genus,Mundia,1,1,1,0
genus,Muscicapa,17,14,17,3
genus,Muscigralla,1,1,1,0
genus,Muscipipra,1,1,1,0
genus,Muscisaxicola,12,12,12,0
genus,Mustelirallus,4,4,4,0
genus,Myadestes,13,12,13,1
genus,Mycerobas,4,4,4,0
genus,Mycteria,4,4,4,0
genus,Myiagra,21,16,21,5
genus,Myiarchus,23,22,23,1
genus,Myiobius,4,3,4,1
genus,Myioborus,12,12,12,0
genus,Myiodynastes,5,5,5,0
genus,Myiomela,3,2,3,1
genus,Myiopagis,9,7,9,2
genus,Myiophobus,8,6,8,2
genus,Myiopsitta,2,1,2,1
genus,Myiornis,4,4,4,0
genus,Myiotheretes,4,4,4,0
genus,Myiothlypis,18,16,18,2
genus,Myiotriccus,1,1,1,0
genus,Myiozetetes,4,4,4,0
genus,Myophonus,9,7,9,2
genus,Myopornis,1,1,1,0
genus,Myornis,1,1,1,0
genus,Myrmeciza,1,1,1,0
genus,Myrmecocichla,8,7,8,1
genus,Myrmelastes,8,8,8,0
genus,Myrmia,1,1,1,0
genus,Myrmoborus,5,5,5,0
genus,Myrmochanes,1,1,1,0
genus,Myrmoderus,5,4,5,1
genus,Myrmophylax,1,1,1,0
genus,Myrmorchilus,1,1,1,0
genus,Myrmornis,1,1,1,0
genus,Myrmothera,6,5,6,1
genus,Myrmotherula,25,24,25,1
genus,Myrtis,1,1,1,0
genus,Mystacornis,1,1,1,0
genus,Myza,2,2,2,0
genus,Myzomela,41,30,41,11
genus,Myzornis,1,1,1,0
genus,Namibornis,1,1,1,0
genus,Nannococcyx,1,1,1,0
genus,Nannopsittaca,2,2,2,0
genus,Nannopsittacus,3,3,3,0
genus,Nannopterum,3,3,3,0
genus,Napothera,6,3,6,3
genus,Nasica,1,1,1,0
genus,Neafrapus,2,2,2,0
genus,Necropsar,1,1,1,0
genus,Necropsittacus,1,1,1,0
genus,Necrosyrtes,1,1,1,0
genus,Nectarinia,6,6,6,0
genus,Nemosia,2,2,2,0
genus,Nengetus,1,1,1,0
genus,Neochen,1,1,1,0
genus,Neochmia,2,2,2,0
genus,Neocichla,1,1,1,0
genus,Neocossyphus,2,2,2,0
genus,Neoctantes,1,1,1,0
genus,Neodrepanis,2,2,2,0
genus,Neohierax,1,1,1,0
genus,Neolalage,1,1,1,0
genus,Neolestes,1,1,1,0
genus,Neomixis,3,3,3,0
genus,Neomorphus,5,4,5,1
genus,Neopelma,5,5,5,0
genus,Neophedina,1,1,1,0
genus,Neophema,6,6,6,0
genus,Neophilydor,2,2,2,0
genus,Neophron,1,1,1,0
genus,Neopipo,1,1,1,0
genus,Neopsephotus,1,1,1,0
genus,Neopsittacus,2,2,2,0
genus,Neosericornis,1,1,1,0
genus,Neothraupis,1,1,1,0
genus,Neotis,4,4,4,0
genus,Neoxolmis,4,4,4,0
genus,Nephelomyias,3,3,3,0
genus,Nephelornis,1,1,1,0
genus,Nesillas,6,5,6,1
genus,Nesocharis,2,2,2,0
genus,Nesoctites,1,1,1,0
genus,Nesoenas,3,3,3,0
genus,Nesofregetta,1,1,1,0
genus,Nesophlox,2,1,2,1
genus,Nesopsar,1,1,1,0
genus,Nesoptilotis,2,2,2,0
genus,Nesospingus,1,1,1,0
genus,Nesospiza,3,2,3,1
genus,Nesotriccus,4,2,4,2
genus,Nestor,3,3,3,0
genus,Netta,3,3,3,0
genus,Nettapus,3,3,3,0
genus,Newtonia,4,4,4,0
genus,Nicator,3,3,3,0
genus,Nigrita,4,4,4,0
genus,Nilaus,1,1,1,0
genus,Niltava,7,6,7,1
genus,Ninox,37,32,37,5
genus,Nipponia,1,1,1,0
genus,Nisaetus,10,8,10,2
genus,Nok,1,1,1,0
genus,Nomonyx,1,1,1,0
genus,Nonnula,6,6,6,0
genus,Northiella,2,1,2,1
genus,Notharchus,6,6,6,0
genus,Nothocercus,3,3,3,0
genus,Nothocrax,1,1,1,0
genus,Nothoprocta,6,6,6,0
genus,Nothura,4,4,4,0
genus,Notiomystis,1,1,1,0
genus,Notopholia,1,1,1,0
genus,Nucifraga,4,2,4,2
genus,Numenius,9,8,9,1
genus,Numida,1,1,1,0
genus,Nyctanassa,2,2,2,0
genus,Nyctibius,6,6,6,0
genus,Nycticorax,6,5,6,1
genus,Nycticryphes,1,1,1,0
genus,Nyctidromus,2,2,2,0
genus,Nyctiphrynus,4,4,4,0
genus,Nyctipolus,2,2,2,0
genus,Nyctiprogne,2,2,2,0
genus,Nyctyornis,2,2,2,0
genus,Nymphicus,1,1,1,0
genus,Nystalus,5,4,5,1
genus,Oceanites,3,2,3,1
genus,Ochetorhynchus,4,4,4,0
genus,Ochthoeca,9,6,9,3
genus,Ochthornis,1,1,1,0
genus,Ocreatus,3,1,3,2
genus,Ocyceros,3,3,3,0
genus,Ocyphaps,1,1,1,0
genus,Odontophorus,15,15,15,0
genus,Odontorchilus,2,2,2,0
genus,Oedistoma,2,2,2,0
genus,Oena,1,1,1,0
genus,Oenanthe,31,27,31,4
genus,Ognorhynchus,1,1,1,0
genus,Oncostoma,2,2,2,0
genus,Oneillornis,2,2,2,0
genus,Onychognathus,11,10,11,1
genus,Onychoprion,4,4,4,0
genus,Onychorhynchus,2,1,2,1
genus,Onychostruthus,1,1,1,0
genus,Ophrysia,1,1,1,0
genus,Opisthocomus,1,1,1,0
genus,Opisthoprora,1,1,1,0
genus,Oporornis,1,1,1,0
genus,Orchesticus,1,1,1,0
genus,Oreocharis,1,1,1,0
genus,Oreoica,1,1,1,0
genus,Oreolais,2,1,2,1
genus,Oreomystis,1,1,1,0
genus,Oreonympha,1,1,1,0
genus,Oreophasis,1,1,1,0
genus,Oreophilais,1,1,1,0
genus,Oreopholus,1,1,1,0
genus,Oreopsar,1,1,1,0
genus,Oreopsittacus,1,1,1,0
genus,Oreornis,1,1,1,0
genus,Oreortyx,1,1,1,0
genus,Oreoscoptes,1,1,1,0
genus,Oreoscopus,1,1,1,0
genus,Oreostruthus,1,1,1,0
genus,Oreothlypis,2,2,2,0
genus,Oreothraupis,1,1,1,0
genus,Oreotrochilus,7,5,7,2
genus,Origma,3,3,3,0
genus,Oriolia,1,1,1,0
genus,Oriolus,32,28,32,4
genus,Oriturus,1,1,1,0
genus,Ornithion,3,3,3,0
genus,Ornorectes,1,1,1,0
genus,Oroanassa,1,1,1,0
genus,Orochelidon,3,3,3,0
genus,Ortalis,16,15,16,1
genus,Orthogonys,1,1,1,0
genus,Orthonyx,3,3,3,0
genus,Orthopsittaca,1,1,1,0
genus,Orthorhyncus,1,1,1,0
genus,Orthotomus,13,13,13,0
genus,Ortygornis,3,3,3,0
genus,Ortygospiza,1,1,1,0
genus,Ortyxelos,1,1,1,0
genus,Otidiphaps,1,1,1,0
genus,Otis,1,1,1,0
genus,Otus,60,44,60,16
genus,Oxylabes,1,1,1,0
genus,Oxypogon,4,1,4,3
genus,Oxyruncus,1,1,1,0
genus,Oxyura,6,5,6,1
genus,Pachycare,1,1,1,0
genus,Pachycephala,53,38,53,15
genus,Pachycephalopsis,2,2,2,0
genus,Pachycoccyx,1,1,1,0
genus,Pachyglossa,7,7,7,0
genus,Pachyphantes,1,1,1,0
genus,Pachyptila,7,6,7,1
