model,dispute_block,crps,crps_relative,mean_pinball_loss,interval_width,relative_interval_width,n
gpt-4o-bad-demo,disputed,31.575941176470586,3.6099637481146303,31.575941176470586,123.91941176470586,2.660270475113122,34
gpt-4o-bad-demo,undisputed,101.18916666666667,54.25273529411765,101.18916666666667,68.425,35.705588235294115,12
gpt-4o-demo,disputed,5.891176470588235,0.02398399530752472,5.891176470588235,176.73529411764707,0.7195198592257416,34
gpt-4o-demo,undisputed,0.3069444444444444,0.09768518518518517,0.3069444444444444,9.208333333333334,2.9305555555555554,12
gpt-4o-mini-demo,disputed,10.54450980392157,0.03239651416122005,10.54450980392157,140.71764705882353,0.4718954248366013,34
gpt-4o-mini-demo,undisputed,0.2969444444444445,0.06583333333333334,0.2969444444444445,5.075,1.4749999999999999,12
